voltage,capacity,SoC
3.9043,576.6,26.60084887
3.9043,576.7,26.60546226
3.9043,576.7,26.60546226
3.9043,576.8,26.61007566
3.9043,576.8,26.61007566
3.9043,576.8,26.61007566
3.9043,576.9,26.61468906
3.9043,576.9,26.61468906
3.9043,576.9,26.61468906
3.9043,577,26.61930245
3.9043,577,26.61930245
3.9043,577,26.61930245
3.9043,577.1,26.62391585
3.9043,577.1,26.62391585
3.9046,577.2,26.62852925
3.9046,577.2,26.62852925
3.9046,577.2,26.62852925
3.9046,577.3,26.63314265
3.9046,577.3,26.63314265
3.9046,577.3,26.63314265
3.9046,577.4,26.63775604
3.9046,577.4,26.63775604
3.9046,577.4,26.63775604
3.9046,577.5,26.64236944
3.9046,577.5,26.64236944
3.9046,577.5,26.64236944
3.9046,577.6,26.64698284
3.9046,577.6,26.64698284
3.9046,577.7,26.65159624
3.9046,577.7,26.65159624
3.9046,577.7,26.65159624
3.9046,577.8,26.65620963
3.9046,577.8,26.65620963
3.9046,577.8,26.65620963
3.9046,577.9,26.66082303
3.9046,577.9,26.66082303
3.9046,577.9,26.66082303
3.9046,578,26.66543643
3.9046,578,26.66543643
3.9046,578.1,26.67004982
3.905,578.1,26.67004982
3.905,578.1,26.67004982
3.905,578.2,26.67466322
3.905,578.2,26.67466322
3.905,578.2,26.67466322
3.905,578.3,26.67927662
3.905,578.3,26.67927662
3.905,578.3,26.67927662
3.905,578.4,26.68389002
3.905,578.4,26.68389002
3.905,578.5,26.68850341
3.905,578.5,26.68850341
3.905,578.5,26.68850341
3.905,578.6,26.69311681
3.905,578.6,26.69311681
3.905,578.6,26.69311681
3.905,578.7,26.69773021
3.905,578.7,26.69773021
3.905,578.7,26.69773021
3.905,578.8,26.70234361
3.905,578.8,26.70234361
3.905,578.8,26.70234361
3.905,578.9,26.706957
3.905,578.9,26.706957
3.905,579,26.7115704
3.905,579,26.7115704
3.905,579,26.7115704
3.905,579.1,26.7161838
3.905,579.1,26.7161838
3.905,579.1,26.7161838
3.905,579.2,26.7207972
3.905,579.2,26.7207972
3.905,579.2,26.7207972
3.905,579.3,26.72541059
3.905,579.3,26.72541059
3.905,579.4,26.73002399
3.905,579.4,26.73002399
3.905,579.4,26.73002399
3.905,579.5,26.73463739
3.905,579.5,26.73463739
3.9053,579.5,26.73463739
3.9053,579.6,26.73925078
3.9053,579.6,26.73925078
3.9053,579.6,26.73925078
3.9053,579.7,26.74386418
3.9053,579.7,26.74386418
3.9053,579.8,26.74847758
3.9053,579.8,26.74847758
3.9053,579.8,26.74847758
3.9053,579.9,26.75309098
3.9053,579.9,26.75309098
3.9053,579.9,26.75309098
3.9053,580,26.75770437
3.9053,580,26.75770437
3.9053,580,26.75770437
3.9053,580.1,26.76231777
3.9053,580.1,26.76231777
3.9053,580.1,26.76231777
3.9053,580.2,26.76693117
3.9053,580.2,26.76693117
3.9053,580.3,26.77154457
3.9053,580.3,26.77154457
3.9053,580.3,26.77154457
3.9053,580.4,26.77615796
3.9053,580.4,26.77615796
3.9053,580.4,26.77615796
3.9053,580.5,26.78077136
3.9053,580.5,26.78077136
3.9053,580.5,26.78077136
3.9053,580.6,26.78538476
3.9053,580.6,26.78538476
3.9053,580.7,26.78999815
3.9056,580.7,26.78999815
3.9056,580.7,26.78999815
3.9056,580.8,26.79461155
3.9056,580.8,26.79461155
3.9056,580.8,26.79461155
3.9056,580.9,26.79922495
3.9056,580.9,26.79922495
3.9056,580.9,26.79922495
3.9056,581,26.80383835
3.9056,581,26.80383835
3.9056,581,26.80383835
3.9056,581.1,26.80845174
3.9056,581.1,26.80845174
3.9056,581.2,26.81306514
3.9056,581.2,26.81306514
3.9056,581.2,26.81306514
3.9056,581.3,26.81767854
3.9056,581.3,26.81767854
3.9056,581.3,26.81767854
3.9056,581.4,26.82229194
3.9056,581.4,26.82229194
3.9056,581.4,26.82229194
3.9056,581.5,26.82690533
3.9056,581.5,26.82690533
3.9056,581.6,26.83151873
3.9056,581.6,26.83151873
3.9056,581.6,26.83151873
3.9056,581.7,26.83613213
3.9056,581.7,26.83613213
3.9056,581.7,26.83613213
3.9056,581.8,26.84074553
3.9056,581.8,26.84074553
3.9056,581.8,26.84074553
3.9056,581.9,26.84535892
3.9056,581.9,26.84535892
3.9056,582,26.84997232
3.9056,582,26.84997232
3.9056,582,26.84997232
3.9056,582.1,26.85458572
3.9056,582.1,26.85458572
3.9056,582.1,26.85458572
3.9056,582.2,26.85919911
3.9056,582.2,26.85919911
3.9059,582.2,26.85919911
3.9059,582.3,26.86381251
3.9059,582.3,26.86381251
3.9059,582.3,26.86381251
3.9059,582.4,26.86842591
3.9059,582.4,26.86842591
3.9059,582.5,26.87303931
3.9059,582.5,26.87303931
3.9059,582.5,26.87303931
3.9059,582.6,26.8776527
3.9059,582.6,26.8776527
3.9059,582.6,26.8776527
3.9059,582.7,26.8822661
3.9059,582.7,26.8822661
3.9059,582.7,26.8822661
3.9059,582.8,26.8868795
3.9059,582.8,26.8868795
3.9059,582.9,26.8914929
3.9059,582.9,26.8914929
3.9059,582.9,26.8914929
3.9059,583,26.89610629
3.9059,583,26.89610629
3.9059,583,26.89610629
3.9059,583.1,26.90071969
3.9059,583.1,26.90071969
3.9059,583.1,26.90071969
3.9059,583.2,26.90533309
3.9059,583.2,26.90533309
3.9059,583.3,26.90994648
3.9059,583.3,26.90994648
3.9059,583.3,26.90994648
3.9059,583.4,26.91455988
3.9059,583.4,26.91455988
3.9062,583.4,26.91455988
3.9062,583.5,26.91917328
3.9062,583.5,26.91917328
3.9062,583.5,26.91917328
3.9062,583.6,26.92378668
3.9062,583.6,26.92378668
3.9062,583.6,26.92378668
3.9062,583.7,26.92840007
3.9062,583.7,26.92840007
3.9062,583.8,26.93301347
3.9062,583.8,26.93301347
3.9062,583.8,26.93301347
3.9062,583.9,26.93762687
3.9062,583.9,26.93762687
3.9062,583.9,26.93762687
3.9062,584,26.94224027
3.9062,584,26.94224027
3.9062,584,26.94224027
3.9062,584.1,26.94685366
3.9062,584.1,26.94685366
3.9062,584.2,26.95146706
3.9062,584.2,26.95146706
3.9062,584.2,26.95146706
3.9062,584.3,26.95608046
3.9062,584.3,26.95608046
3.9062,584.3,26.95608046
3.9062,584.4,26.96069385
3.9062,584.4,26.96069385
3.9062,584.4,26.96069385
3.9062,584.5,26.96530725
3.9062,584.5,26.96530725
3.9062,584.6,26.96992065
3.9062,584.6,26.96992065
3.9062,584.6,26.96992065
3.9062,584.7,26.97453405
3.9062,584.7,26.97453405
3.9062,584.7,26.97453405
3.9062,584.8,26.97914744
3.9062,584.8,26.97914744
3.9062,584.8,26.97914744
3.9062,584.9,26.98376084
3.9062,584.9,26.98376084
3.9065,584.9,26.98376084
3.9065,585,26.98837424
3.9065,585,26.98837424
3.9065,585.1,26.99298764
3.9065,585.1,26.99298764
3.9065,585.1,26.99298764
3.9065,585.2,26.99760103
3.9065,585.2,26.99760103
3.9065,585.2,26.99760103
3.9065,585.3,27.00221443
3.9065,585.3,27.00221443
3.9065,585.3,27.00221443
3.9065,585.4,27.00682783
3.9065,585.4,27.00682783
3.9065,585.5,27.01144123
3.9065,585.5,27.01144123
3.9065,585.5,27.01144123
3.9065,585.6,27.01605462
3.9065,585.6,27.01605462
3.9065,585.6,27.01605462
3.9065,585.7,27.02066802
3.9065,585.7,27.02066802
3.9065,585.7,27.02066802
3.9065,585.8,27.02528142
3.9065,585.8,27.02528142
3.9065,585.8,27.02528142
3.9065,585.9,27.02989481
3.9065,585.9,27.02989481
3.9065,586,27.03450821
3.9065,586,27.03450821
3.9065,586,27.03450821
3.9065,586.1,27.03912161
3.9068,586.1,27.03912161
3.9065,586.1,27.03912161
3.9068,586.2,27.04373501
3.9068,586.2,27.04373501
3.9068,586.2,27.04373501
3.9068,586.3,27.0483484
3.9068,586.3,27.0483484
3.9068,586.4,27.0529618
3.9068,586.4,27.0529618
3.9068,586.4,27.0529618
3.9068,586.5,27.0575752
3.9068,586.5,27.0575752
3.9068,586.5,27.0575752
3.9068,586.6,27.0621886
3.9068,586.6,27.0621886
3.9068,586.6,27.0621886
3.9068,586.7,27.06680199
3.9068,586.7,27.06680199
3.9068,586.8,27.07141539
3.9068,586.8,27.07141539
3.9068,586.8,27.07141539
3.9068,586.9,27.07602879
3.9068,586.9,27.07602879
3.9068,586.9,27.07602879
3.9068,587,27.08064218
3.9068,587,27.08064218
3.9068,587,27.08064218
3.9068,587.1,27.08525558
3.9068,587.1,27.08525558
3.9068,587.1,27.08525558
3.9068,587.2,27.08986898
3.9068,587.2,27.08986898
3.9068,587.3,27.09448238
3.9068,587.3,27.09448238
3.9068,587.3,27.09448238
3.9071,587.4,27.09909577
3.9071,587.4,27.09909577
3.9071,587.4,27.09909577
3.9071,587.5,27.10370917
3.9071,587.5,27.10370917
3.9071,587.5,27.10370917
3.9071,587.6,27.10832257
3.9071,587.6,27.10832257
3.9071,587.7,27.11293597
3.9071,587.7,27.11293597
3.9071,587.7,27.11293597
3.9071,587.8,27.11754936
3.9071,587.8,27.11754936
3.9071,587.8,27.11754936
3.9071,587.9,27.12216276
3.9071,587.9,27.12216276
3.9071,587.9,27.12216276
3.9071,588,27.12677616
3.9071,588,27.12677616
3.9071,588.1,27.13138956
3.9071,588.1,27.13138956
3.9071,588.1,27.13138956
3.9071,588.2,27.13600295
3.9071,588.2,27.13600295
3.9071,588.2,27.13600295
3.9071,588.3,27.14061635
3.9071,588.3,27.14061635
3.9071,588.3,27.14061635
3.9071,588.4,27.14522975
3.9071,588.4,27.14522975
3.9071,588.4,27.14522975
3.9071,588.5,27.14984314
3.9071,588.5,27.14984314
3.9071,588.6,27.15445654
3.9071,588.6,27.15445654
3.9071,588.6,27.15445654
3.9071,588.7,27.15906994
3.9071,588.7,27.15906994
3.9071,588.7,27.15906994
3.9071,588.8,27.16368334
3.9074,588.8,27.16368334
3.9074,588.8,27.16368334
3.9074,588.9,27.16829673
3.9074,588.9,27.16829673
3.9074,589,27.17291013
3.9074,589,27.17291013
3.9074,589,27.17291013
3.9074,589.1,27.17752353
3.9074,589.1,27.17752353
3.9074,589.1,27.17752353
3.9074,589.2,27.18213693
3.9074,589.2,27.18213693
3.9074,589.2,27.18213693
3.9074,589.3,27.18675032
3.9074,589.3,27.18675032
3.9074,589.3,27.18675032
3.9074,589.4,27.19136372
3.9074,589.4,27.19136372
3.9074,589.5,27.19597712
3.9074,589.5,27.19597712
3.9074,589.5,27.19597712
3.9074,589.6,27.20059051
3.9074,589.6,27.20059051
3.9074,589.6,27.20059051
3.9074,589.7,27.20520391
3.9074,589.7,27.20520391
3.9074,589.7,27.20520391
3.9074,589.8,27.20981731
3.9074,589.8,27.20981731
3.9074,589.9,27.21443071
3.9074,589.9,27.21443071
3.9074,589.9,27.21443071
3.9074,590,27.2190441
3.9074,590,27.2190441
3.9074,590,27.2190441
3.9078,590.1,27.2236575
3.9078,590.1,27.2236575
3.9078,590.1,27.2236575
3.9078,590.2,27.2282709
3.9078,590.2,27.2282709
3.9078,590.3,27.2328843
3.9078,590.3,27.2328843
3.9078,590.3,27.2328843
3.9078,590.4,27.23749769
3.9078,590.4,27.23749769
3.9078,590.4,27.23749769
3.9078,590.5,27.24211109
3.9078,590.5,27.24211109
3.9078,590.5,27.24211109
3.9078,590.6,27.24672449
3.9078,590.6,27.24672449
3.9078,590.6,27.24672449
3.9078,590.7,27.25133789
3.9078,590.7,27.25133789
3.9078,590.8,27.25595128
3.9078,590.8,27.25595128
3.9078,590.8,27.25595128
3.9078,590.9,27.26056468
3.9078,590.9,27.26056468
3.9078,590.9,27.26056468
3.9078,591,27.26517808
3.9078,591,27.26517808
3.9078,591,27.26517808
3.9078,591.1,27.26979147
3.9078,591.1,27.26979147
3.9078,591.2,27.27440487
3.9078,591.2,27.27440487
3.9078,591.2,27.27440487
3.9078,591.3,27.27901827
3.9078,591.3,27.27901827
3.9078,591.3,27.27901827
3.9078,591.4,27.28363167
3.9078,591.4,27.28363167
3.9081,591.4,27.28363167
3.9081,591.5,27.28824506
3.9081,591.5,27.28824506
3.9081,591.6,27.29285846
3.9081,591.6,27.29285846
3.9081,591.6,27.29285846
3.9081,591.7,27.29747186
3.9081,591.7,27.29747186
3.9081,591.7,27.29747186
3.9081,591.8,27.30208526
3.9081,591.8,27.30208526
3.9081,591.8,27.30208526
3.9081,591.9,27.30669865
3.9081,591.9,27.30669865
3.9081,591.9,27.30669865
3.9081,592,27.31131205
3.9081,592,27.31131205
3.9081,592.1,27.31592545
3.9081,592.1,27.31592545
3.9081,592.1,27.31592545
3.9081,592.2,27.32053884
3.9081,592.2,27.32053884
3.9081,592.2,27.32053884
3.9081,592.3,27.32515224
3.9081,592.3,27.32515224
3.9081,592.3,27.32515224
3.9081,592.4,27.32976564
3.9081,592.4,27.32976564
3.9081,592.5,27.33437904
3.9084,592.5,27.33437904
3.9084,592.5,27.33437904
3.9084,592.6,27.33899243
3.9084,592.6,27.33899243
3.9084,592.6,27.33899243
3.9084,592.7,27.34360583
3.9084,592.7,27.34360583
3.9084,592.7,27.34360583
3.9084,592.8,27.34821923
3.9084,592.8,27.34821923
3.9084,592.8,27.34821923
3.9084,592.9,27.35283263
3.9084,592.9,27.35283263
3.9084,593,27.35744602
3.9084,593,27.35744602
3.9084,593,27.35744602
3.9084,593.1,27.36205942
3.9084,593.1,27.36205942
3.9084,593.1,27.36205942
3.9084,593.2,27.36667282
3.9084,593.2,27.36667282
3.9084,593.2,27.36667282
3.9084,593.3,27.37128622
3.9084,593.3,27.37128622
3.9084,593.4,27.37589961
3.9084,593.4,27.37589961
3.9084,593.4,27.37589961
3.9084,593.5,27.38051301
3.9084,593.5,27.38051301
3.9084,593.5,27.38051301
3.9084,593.6,27.38512641
3.9084,593.6,27.38512641
3.9084,593.6,27.38512641
3.9084,593.7,27.3897398
3.9084,593.7,27.3897398
3.9084,593.8,27.3943532
3.9084,593.8,27.3943532
3.9084,593.8,27.3943532
3.9084,593.9,27.3989666
3.9084,593.9,27.3989666
3.9084,593.9,27.3989666
3.9084,594,27.40358
3.9084,594,27.40358
3.9084,594,27.40358
3.9084,594.1,27.40819339
3.9084,594.1,27.40819339
3.909,594.1,27.40819339
3.909,594.2,27.41280679
3.909,594.2,27.41280679
3.909,594.3,27.41742019
3.909,594.3,27.41742019
3.909,594.3,27.41742019
3.909,594.4,27.42203359
3.909,594.4,27.42203359
3.909,594.4,27.42203359
3.909,594.5,27.42664698
3.909,594.5,27.42664698
3.909,594.5,27.42664698
3.909,594.6,27.43126038
3.909,594.6,27.43126038
3.909,594.7,27.43587378
3.909,594.7,27.43587378
3.909,594.7,27.43587378
3.909,594.8,27.44048717
3.909,594.8,27.44048717
3.909,594.8,27.44048717
3.909,594.9,27.44510057
3.909,594.9,27.44510057
3.909,594.9,27.44510057
3.909,595,27.44971397
3.909,595,27.44971397
3.909,595.1,27.45432737
3.909,595.1,27.45432737
3.909,595.1,27.45432737
3.909,595.2,27.45894076
3.909,595.2,27.45894076
3.909,595.2,27.45894076
3.909,595.3,27.46355416
3.909,595.3,27.46355416
3.909,595.3,27.46355416
3.909,595.4,27.46816756
3.909,595.4,27.46816756
3.909,595.4,27.46816756
3.909,595.5,27.47278096
3.909,595.5,27.47278096
3.909,595.6,27.47739435
3.909,595.6,27.47739435
3.909,595.6,27.47739435
3.909,595.7,27.48200775
3.909,595.7,27.48200775
3.909,595.7,27.48200775
3.909,595.8,27.48662115
3.909,595.8,27.48662115
3.909,595.8,27.48662115
3.909,595.9,27.49123455
3.9093,595.9,27.49123455
3.9093,596,27.49584794
3.9093,596,27.49584794
3.9093,596,27.49584794
3.9093,596.1,27.50046134
3.9093,596.1,27.50046134
3.9093,596.1,27.50046134
3.9093,596.2,27.50507474
3.9093,596.2,27.50507474
3.9093,596.2,27.50507474
3.9093,596.3,27.50968813
3.9093,596.3,27.50968813
3.9093,596.3,27.50968813
3.9093,596.4,27.51430153
3.9093,596.4,27.51430153
3.9093,596.5,27.51891493
3.9093,596.5,27.51891493
3.9093,596.5,27.51891493
3.9093,596.6,27.52352833
3.9093,596.6,27.52352833
3.9093,596.6,27.52352833
3.9093,596.7,27.52814172
3.9093,596.7,27.52814172
3.9093,596.7,27.52814172
3.9093,596.8,27.53275512
3.9093,596.8,27.53275512
3.9093,596.9,27.53736852
3.9093,596.9,27.53736852
3.9093,596.9,27.53736852
3.9093,597,27.54198192
3.9093,597,27.54198192
3.9093,597,27.54198192
3.9093,597.1,27.54659531
3.9093,597.1,27.54659531
3.9093,597.1,27.54659531
3.9093,597.2,27.55120871
3.9093,597.2,27.55120871
3.9093,597.3,27.55582211
3.9093,597.3,27.55582211
3.9093,597.3,27.55582211
3.9093,597.4,27.5604355
3.9093,597.4,27.5604355
3.9093,597.4,27.5604355
3.9093,597.5,27.5650489
3.9093,597.5,27.5650489
3.9093,597.5,27.5650489
3.9093,597.6,27.5696623
3.9093,597.6,27.5696623
3.9093,597.6,27.5696623
3.9096,597.7,27.5742757
3.9096,597.7,27.5742757
3.9096,597.8,27.57888909
3.9096,597.8,27.57888909
3.9096,597.8,27.57888909
3.9096,597.9,27.58350249
3.9096,597.9,27.58350249
3.9096,597.9,27.58350249
3.9096,598,27.58811589
3.9096,598,27.58811589
3.9096,598,27.58811589
3.9096,598.1,27.59272929
3.9096,598.1,27.59272929
3.9096,598.2,27.59734268
3.9096,598.2,27.59734268
3.9096,598.2,27.59734268
3.9096,598.3,27.60195608
3.9096,598.3,27.60195608
3.9096,598.3,27.60195608
3.9096,598.4,27.60656948
3.9096,598.4,27.60656948
3.9096,598.4,27.60656948
3.9096,598.5,27.61118288
3.9096,598.5,27.61118288
3.9096,598.6,27.61579627
3.9096,598.6,27.61579627
3.9096,598.6,27.61579627
3.9096,598.7,27.62040967
3.9096,598.7,27.62040967
3.9096,598.7,27.62040967
3.9096,598.8,27.62502307
3.9096,598.8,27.62502307
3.9096,598.8,27.62502307
3.9096,598.9,27.62963646
3.9096,598.9,27.62963646
3.9096,598.9,27.62963646
3.9096,599,27.63424986
3.9096,599,27.63424986
3.9099,599.1,27.63886326
3.9099,599.1,27.63886326
3.9099,599.1,27.63886326
3.9099,599.2,27.64347666
3.9099,599.2,27.64347666
3.9099,599.2,27.64347666
3.9099,599.3,27.64809005
3.9099,599.3,27.64809005
3.9099,599.3,27.64809005
3.9099,599.4,27.65270345
3.9099,599.4,27.65270345
3.9099,599.5,27.65731685
3.9099,599.5,27.65731685
3.9099,599.5,27.65731685
3.9099,599.6,27.66193025
3.9099,599.6,27.66193025
3.9099,599.6,27.66193025
3.9099,599.7,27.66654364
3.9099,599.7,27.66654364
3.9099,599.7,27.66654364
3.9099,599.8,27.67115704
3.9099,599.8,27.67115704
3.9099,599.8,27.67115704
3.9099,599.9,27.67577044
3.9099,599.9,27.67577044
3.9099,600,27.68038383
3.9099,600,27.68038383
3.9099,600,27.68038383
3.9099,600.1,27.68499723
3.9099,600.1,27.68499723
3.9099,600.1,27.68499723
3.9099,600.2,27.68961063
3.9102,600.2,27.68961063
3.9102,600.2,27.68961063
3.9102,600.3,27.69422403
3.9102,600.3,27.69422403
3.9102,600.4,27.69883742
3.9102,600.4,27.69883742
3.9102,600.4,27.69883742
3.9102,600.5,27.70345082
3.9102,600.5,27.70345082
3.9102,600.5,27.70345082
3.9102,600.6,27.70806422
3.9102,600.6,27.70806422
3.9102,600.6,27.70806422
3.9102,600.7,27.71267762
3.9102,600.7,27.71267762
3.9102,600.8,27.71729101
3.9102,600.8,27.71729101
3.9102,600.8,27.71729101
3.9102,600.9,27.72190441
3.9102,600.9,27.72190441
3.9102,600.9,27.72190441
3.9102,601,27.72651781
3.9102,601,27.72651781
3.9102,601,27.72651781
3.9102,601.1,27.73113121
3.9102,601.1,27.73113121
3.9102,601.1,27.73113121
3.9102,601.2,27.7357446
3.9102,601.2,27.7357446
3.9102,601.3,27.740358
3.9102,601.3,27.740358
3.9102,601.3,27.740358
3.9102,601.4,27.7449714
3.9102,601.4,27.7449714
3.9102,601.4,27.7449714
3.9102,601.5,27.74958479
3.9102,601.5,27.74958479
3.9102,601.5,27.74958479
3.9102,601.6,27.75419819
3.9102,601.6,27.75419819
3.9102,601.7,27.75881159
3.9102,601.7,27.75881159
3.9102,601.7,27.75881159
3.9102,601.8,27.76342499
3.9102,601.8,27.76342499
3.9102,601.8,27.76342499
3.9102,601.9,27.76803838
3.9102,601.9,27.76803838
3.9102,601.9,27.76803838
3.9102,602,27.77265178
3.9105,602,27.77265178
3.9105,602.1,27.77726518
3.9105,602.1,27.77726518
3.9105,602.1,27.77726518
3.9105,602.2,27.78187858
3.9105,602.2,27.78187858
3.9105,602.2,27.78187858
3.9105,602.3,27.78649197
3.9105,602.3,27.78649197
3.9105,602.3,27.78649197
3.9105,602.4,27.79110537
3.9105,602.4,27.79110537
3.9105,602.4,27.79110537
3.9105,602.5,27.79571877
3.9105,602.5,27.79571877
3.9105,602.6,27.80033216
3.9105,602.6,27.80033216
3.9105,602.6,27.80033216
3.9105,602.7,27.80494556
3.9105,602.7,27.80494556
3.9105,602.7,27.80494556
3.9105,602.8,27.80955896
3.9105,602.8,27.80955896
3.9105,602.8,27.80955896
3.9105,602.9,27.81417236
3.9105,602.9,27.81417236
3.9105,603,27.81878575
3.9105,603,27.81878575
3.9105,603,27.81878575
3.9105,603.1,27.82339915
3.9105,603.1,27.82339915
3.9105,603.1,27.82339915
3.9105,603.2,27.82801255
3.9105,603.2,27.82801255
3.9105,603.2,27.82801255
3.9105,603.3,27.83262595
3.9109,603.3,27.83262595
3.9109,603.3,27.83262595
3.9109,603.4,27.83723934
3.9109,603.4,27.83723934
3.9109,603.5,27.84185274
3.9109,603.5,27.84185274
3.9109,603.5,27.84185274
3.9109,603.6,27.84646614
3.9109,603.6,27.84646614
3.9109,603.6,27.84646614
3.9109,603.7,27.85107953
3.9109,603.7,27.85107953
3.9109,603.7,27.85107953
3.9109,603.8,27.85569293
3.9109,603.8,27.85569293
3.9109,603.9,27.86030633
3.9109,603.9,27.86030633
3.9109,603.9,27.86030633
3.9109,604,27.86491973
3.9109,604,27.86491973
3.9109,604,27.86491973
3.9109,604.1,27.86953312
3.9109,604.1,27.86953312
3.9109,604.1,27.86953312
3.9109,604.2,27.87414652
3.9109,604.2,27.87414652
3.9109,604.3,27.87875992
3.9109,604.3,27.87875992
3.9109,604.3,27.87875992
3.9109,604.4,27.88337332
3.9109,604.4,27.88337332
3.9109,604.4,27.88337332
3.9109,604.5,27.88798671
3.9109,604.5,27.88798671
3.9109,604.5,27.88798671
3.9109,604.6,27.89260011
3.9109,604.6,27.89260011
3.9109,604.6,27.89260011
3.9109,604.7,27.89721351
3.9109,604.7,27.89721351
3.9109,604.8,27.90182691
3.9109,604.8,27.90182691
3.9109,604.8,27.90182691
3.9109,604.9,27.9064403
3.9109,604.9,27.9064403
3.9109,604.9,27.9064403
3.9109,605,27.9110537
3.9109,605,27.9110537
3.9109,605,27.9110537
3.9112,605.1,27.9156671
3.9112,605.1,27.9156671
3.9112,605.2,27.92028049
3.9112,605.2,27.92028049
3.9112,605.2,27.92028049
3.9112,605.3,27.92489389
3.9112,605.3,27.92489389
3.9112,605.3,27.92489389
3.9112,605.4,27.92950729
3.9112,605.4,27.92950729
3.9112,605.4,27.92950729
3.9112,605.5,27.93412069
3.9112,605.5,27.93412069
3.9112,605.6,27.93873408
3.9112,605.6,27.93873408
3.9112,605.6,27.93873408
3.9112,605.7,27.94334748
3.9112,605.7,27.94334748
3.9112,605.7,27.94334748
3.9112,605.8,27.94796088
3.9112,605.8,27.94796088
3.9112,605.8,27.94796088
3.9112,605.9,27.95257428
3.9112,605.9,27.95257428
3.9112,605.9,27.95257428
3.9112,606,27.95718767
3.9112,606,27.95718767
3.9112,606.1,27.96180107
3.9112,606.1,27.96180107
3.9112,606.1,27.96180107
3.9112,606.2,27.96641447
3.9112,606.2,27.96641447
3.9112,606.2,27.96641447
3.9112,606.3,27.97102786
3.9115,606.3,27.97102786
3.9115,606.3,27.97102786
3.9115,606.4,27.97564126
3.9115,606.4,27.97564126
3.9115,606.5,27.98025466
3.9115,606.5,27.98025466
3.9115,606.5,27.98025466
3.9115,606.6,27.98486806
3.9115,606.6,27.98486806
3.9115,606.6,27.98486806
3.9115,606.7,27.98948145
3.9115,606.7,27.98948145
3.9115,606.7,27.98948145
3.9115,606.8,27.99409485
3.9115,606.8,27.99409485
3.9115,606.8,27.99409485
3.9115,606.9,27.99870825
3.9115,606.9,27.99870825
3.9115,607,28.00332165
3.9115,607,28.00332165
3.9115,607,28.00332165
3.9115,607.1,28.00793504
3.9115,607.1,28.00793504
3.9115,607.1,28.00793504
3.9115,607.2,28.01254844
3.9115,607.2,28.01254844
3.9115,607.2,28.01254844
3.9115,607.3,28.01716184
3.9115,607.3,28.01716184
3.9115,607.4,28.02177524
3.9115,607.4,28.02177524
3.9115,607.4,28.02177524
3.9115,607.5,28.02638863
3.9115,607.5,28.02638863
3.9115,607.5,28.02638863
3.9115,607.6,28.03100203
3.9115,607.6,28.03100203
3.9115,607.6,28.03100203
3.9115,607.7,28.03561543
3.9115,607.7,28.03561543
3.9115,607.8,28.04022882
3.9115,607.8,28.04022882
3.9115,607.8,28.04022882
3.9115,607.9,28.04484222
3.9115,607.9,28.04484222
3.9115,607.9,28.04484222
3.9115,608,28.04945562
3.9115,608,28.04945562
3.9115,608,28.04945562
3.9115,608.1,28.05406902
3.9115,608.1,28.05406902
3.9115,608.1,28.05406902
3.9115,608.2,28.05868241
3.9115,608.2,28.05868241
3.9115,608.3,28.06329581
3.9115,608.3,28.06329581
3.9115,608.3,28.06329581
3.9115,608.4,28.06790921
3.9115,608.4,28.06790921
3.9115,608.4,28.06790921
3.9115,608.5,28.07252261
3.9115,608.5,28.07252261
3.9115,608.5,28.07252261
3.9115,608.6,28.077136
3.9118,608.6,28.077136
3.9118,608.7,28.0817494
3.9118,608.7,28.0817494
3.9118,608.7,28.0817494
3.9118,608.8,28.0863628
3.9118,608.8,28.0863628
3.9118,608.8,28.0863628
3.9118,608.9,28.09097619
3.9118,608.9,28.09097619
3.9118,608.9,28.09097619
3.9118,609,28.09558959
3.9118,609,28.09558959
3.9118,609.1,28.10020299
3.9118,609.1,28.10020299
3.9118,609.1,28.10020299
3.9118,609.2,28.10481639
3.9118,609.2,28.10481639
3.9118,609.2,28.10481639
3.9118,609.3,28.10942978
3.9118,609.3,28.10942978
3.9118,609.3,28.10942978
3.9118,609.4,28.11404318
3.9118,609.4,28.11404318
3.9118,609.4,28.11404318
3.9118,609.5,28.11865658
3.9118,609.5,28.11865658
3.9118,609.6,28.12326998
3.9118,609.6,28.12326998
3.9118,609.6,28.12326998
3.9118,609.7,28.12788337
3.9118,609.7,28.12788337
3.9118,609.7,28.12788337
3.9118,609.8,28.13249677
3.9118,609.8,28.13249677
3.9118,609.8,28.13249677
3.9118,609.9,28.13711017
3.9118,609.9,28.13711017
3.9118,610,28.14172357
3.9118,610,28.14172357
3.9118,610,28.14172357
3.9118,610.1,28.14633696
3.9118,610.1,28.14633696
3.9121,610.1,28.14633696
3.9121,610.2,28.15095036
3.9121,610.2,28.15095036
3.9121,610.2,28.15095036
3.9121,610.3,28.15556376
3.9121,610.3,28.15556376
3.9121,610.3,28.15556376
3.9121,610.4,28.16017715
3.9121,610.4,28.16017715
3.9121,610.5,28.16479055
3.9121,610.5,28.16479055
3.9121,610.5,28.16479055
3.9121,610.6,28.16940395
3.9121,610.6,28.16940395
3.9121,610.6,28.16940395
3.9121,610.7,28.17401735
3.9121,610.7,28.17401735
3.9121,610.7,28.17401735
3.9121,610.8,28.17863074
3.9121,610.8,28.17863074
3.9121,610.9,28.18324414
3.9121,610.9,28.18324414
3.9121,610.9,28.18324414
