voltage,capacity,SoC
3.9428,880.8,40.63480347
3.9428,880.8,40.63480347
3.9428,880.8,40.63480347
3.9428,880.9,40.63941687
3.9428,880.9,40.63941687
3.9428,880.9,40.63941687
3.9428,881,40.64403026
3.9428,881,40.64403026
3.9428,881,40.64403026
3.9428,881.1,40.64864366
3.9428,881.1,40.64864366
3.9428,881.2,40.65325706
3.9428,881.2,40.65325706
3.9428,881.2,40.65325706
3.9428,881.3,40.65787046
3.9428,881.3,40.65787046
3.9428,881.3,40.65787046
3.9428,881.4,40.66248385
3.9428,881.4,40.66248385
3.9428,881.4,40.66248385
3.9428,881.5,40.66709725
3.9428,881.5,40.66709725
3.9428,881.6,40.67171065
3.9428,881.6,40.67171065
3.9428,881.6,40.67171065
3.9428,881.7,40.67632405
3.9428,881.7,40.67632405
3.9428,881.7,40.67632405
3.9428,881.8,40.68093744
3.9428,881.8,40.68093744
3.9428,881.8,40.68093744
3.9428,881.9,40.68555084
3.9428,881.9,40.68555084
3.9428,881.9,40.68555084
3.9428,882,40.69016424
3.9428,882,40.69016424
3.9428,882.1,40.69477763
3.9428,882.1,40.69477763
3.9428,882.1,40.69477763
3.9428,882.2,40.69939103
3.9428,882.2,40.69939103
3.9428,882.2,40.69939103
3.9428,882.3,40.70400443
3.9428,882.3,40.70400443
3.9428,882.3,40.70400443
3.9428,882.4,40.70861783
3.9428,882.4,40.70861783
3.9428,882.5,40.71323122
3.9428,882.5,40.71323122
3.9428,882.5,40.71323122
3.9428,882.6,40.71784462
3.9428,882.6,40.71784462
3.9428,882.6,40.71784462
3.9428,882.7,40.72245802
3.9428,882.7,40.72245802
3.9428,882.7,40.72245802
3.9428,882.8,40.72707142
3.9428,882.8,40.72707142
3.9428,882.9,40.73168481
3.9428,882.9,40.73168481
3.9428,882.9,40.73168481
3.9428,883,40.73629821
3.9428,883,40.73629821
3.9428,883,40.73629821
3.9428,883.1,40.74091161
3.9428,883.1,40.74091161
3.9428,883.1,40.74091161
3.9428,883.2,40.745525
3.9428,883.2,40.745525
3.9428,883.2,40.745525
3.9428,883.3,40.7501384
3.9428,883.3,40.7501384
3.9428,883.4,40.7547518
3.9428,883.4,40.7547518
3.9428,883.4,40.7547518
3.9428,883.5,40.7593652
3.9428,883.5,40.7593652
3.9428,883.5,40.7593652
3.9428,883.6,40.76397859
3.9428,883.6,40.76397859
3.9428,883.6,40.76397859
3.9428,883.7,40.76859199
3.9428,883.7,40.76859199
3.9428,883.8,40.77320539
3.9428,883.8,40.77320539
3.9428,883.8,40.77320539
3.9428,883.9,40.77781879
3.9428,883.9,40.77781879
3.9428,883.9,40.77781879
3.9428,884,40.78243218
3.9428,884,40.78243218
3.9428,884,40.78243218
3.9428,884.1,40.78704558
3.9428,884.1,40.78704558
3.9428,884.1,40.78704558
3.9428,884.2,40.79165898
3.9428,884.2,40.79165898
3.9428,884.3,40.79627237
3.9428,884.3,40.79627237
3.9428,884.3,40.79627237
3.9428,884.4,40.80088577
3.9428,884.4,40.80088577
3.9428,884.4,40.80088577
3.9428,884.5,40.80549917
3.9428,884.5,40.80549917
3.9428,884.5,40.80549917
3.9428,884.6,40.81011257
3.9428,884.6,40.81011257
3.9428,884.7,40.81472596
3.9428,884.7,40.81472596
3.9428,884.7,40.81472596
3.9428,884.8,40.81933936
3.9428,884.8,40.81933936
3.9428,884.8,40.81933936
3.9428,884.9,40.82395276
3.9428,884.9,40.82395276
3.9428,884.9,40.82395276
3.9428,885,40.82856616
3.9428,885,40.82856616
3.9428,885.1,40.83317955
3.9428,885.1,40.83317955
3.9428,885.1,40.83317955
3.9428,885.2,40.83779295
3.9428,885.2,40.83779295
3.9428,885.2,40.83779295
3.9428,885.3,40.84240635
3.9428,885.3,40.84240635
3.9428,885.3,40.84240635
3.9428,885.4,40.84701975
3.9428,885.4,40.84701975
3.9428,885.4,40.84701975
3.9428,885.5,40.85163314
3.9428,885.5,40.85163314
3.9428,885.6,40.85624654
3.9428,885.6,40.85624654
3.9428,885.6,40.85624654
3.9428,885.7,40.86085994
3.9428,885.7,40.86085994
3.9428,885.7,40.86085994
3.9428,885.8,40.86547333
3.9431,885.8,40.86547333
3.9431,885.8,40.86547333
3.9431,885.9,40.87008673
3.9431,885.9,40.87008673
3.9431,886,40.87470013
3.9431,886,40.87470013
3.9431,886,40.87470013
3.9431,886.1,40.87931353
3.9431,886.1,40.87931353
3.9431,886.1,40.87931353
3.9431,886.2,40.88392692
3.9431,886.2,40.88392692
3.9431,886.2,40.88392692
3.9431,886.3,40.88854032
3.9431,886.3,40.88854032
3.9431,886.4,40.89315372
3.9431,886.4,40.89315372
3.9431,886.4,40.89315372
3.9431,886.5,40.89776712
3.9431,886.5,40.89776712
3.9431,886.5,40.89776712
3.9431,886.6,40.90238051
3.9431,886.6,40.90238051
3.9431,886.6,40.90238051
3.9431,886.7,40.90699391
3.9431,886.7,40.90699391
3.9431,886.7,40.90699391
3.9431,886.8,40.91160731
3.9431,886.8,40.91160731
3.9431,886.9,40.9162207
3.9431,886.9,40.9162207
3.9431,886.9,40.9162207
3.9431,887,40.9208341
3.9431,887,40.9208341
3.9431,887,40.9208341
3.9431,887.1,40.9254475
3.9431,887.1,40.9254475
3.9431,887.1,40.9254475
3.9431,887.2,40.9300609
3.9431,887.2,40.9300609
3.9431,887.3,40.93467429
3.9431,887.3,40.93467429
3.9431,887.3,40.93467429
3.9431,887.4,40.93928769
3.9431,887.4,40.93928769
3.9431,887.4,40.93928769
3.9431,887.5,40.94390109
3.9431,887.5,40.94390109
3.9431,887.5,40.94390109
3.9431,887.6,40.94851449
3.9431,887.6,40.94851449
3.9431,887.7,40.95312788
3.9431,887.7,40.95312788
3.9431,887.7,40.95312788
3.9431,887.8,40.95774128
3.9431,887.8,40.95774128
3.9431,887.8,40.95774128
3.9431,887.9,40.96235468
3.9431,887.9,40.96235468
3.9431,887.9,40.96235468
3.9431,888,40.96696808
3.9431,888,40.96696808
3.9431,888,40.96696808
3.9431,888.1,40.97158147
3.9431,888.1,40.97158147
3.9431,888.2,40.97619487
3.9431,888.2,40.97619487
3.9431,888.2,40.97619487
3.9431,888.3,40.98080827
3.9431,888.3,40.98080827
3.9431,888.3,40.98080827
3.9431,888.4,40.98542166
3.9431,888.4,40.98542166
3.9431,888.4,40.98542166
3.9431,888.5,40.99003506
3.9431,888.5,40.99003506
3.9431,888.6,40.99464846
3.9431,888.6,40.99464846
3.9431,888.6,40.99464846
3.9431,888.7,40.99926186
3.9431,888.7,40.99926186
3.9431,888.7,40.99926186
3.9431,888.8,41.00387525
3.9431,888.8,41.00387525
3.9431,888.8,41.00387525
3.9431,888.9,41.00848865
3.9431,888.9,41.00848865
3.9431,888.9,41.00848865
3.9434,889,41.01310205
3.9434,889,41.01310205
3.9434,889.1,41.01771545
3.9434,889.1,41.01771545
3.9434,889.1,41.01771545
3.9434,889.2,41.02232884
3.9434,889.2,41.02232884
3.9434,889.2,41.02232884
3.9434,889.3,41.02694224
3.9434,889.3,41.02694224
3.9434,889.3,41.02694224
3.9434,889.4,41.03155564
3.9434,889.4,41.03155564
3.9434,889.5,41.03616903
3.9434,889.5,41.03616903
3.9434,889.5,41.03616903
3.9434,889.6,41.04078243
3.9434,889.6,41.04078243
3.9434,889.6,41.04078243
3.9434,889.7,41.04539583
3.9434,889.7,41.04539583
3.9434,889.7,41.04539583
3.9434,889.8,41.05000923
3.9434,889.8,41.05000923
3.9434,889.9,41.05462262
3.9434,889.9,41.05462262
3.9434,889.9,41.05462262
3.9434,890,41.05923602
3.9434,890,41.05923602
3.9434,890,41.05923602
3.9434,890.1,41.06384942
3.9434,890.1,41.06384942
3.9434,890.1,41.06384942
3.9434,890.2,41.06846282
3.9434,890.2,41.06846282
3.9434,890.2,41.06846282
3.9434,890.3,41.07307621
3.9434,890.3,41.07307621
3.9434,890.4,41.07768961
3.9434,890.4,41.07768961
3.9434,890.4,41.07768961
3.9434,890.5,41.08230301
3.9434,890.5,41.08230301
3.9434,890.5,41.08230301
3.9434,890.6,41.08691641
3.9434,890.6,41.08691641
3.9434,890.6,41.08691641
3.9434,890.7,41.0915298
3.9434,890.7,41.0915298
3.9434,890.8,41.0961432
3.9434,890.8,41.0961432
3.9434,890.8,41.0961432
3.9434,890.9,41.1007566
3.9434,890.9,41.1007566
3.9434,890.9,41.1007566
3.9434,891,41.10536999
3.9434,891,41.10536999
3.9434,891,41.10536999
3.9434,891.1,41.10998339
3.9434,891.1,41.10998339
3.9434,891.2,41.11459679
3.9434,891.2,41.11459679
3.9434,891.2,41.11459679
3.9434,891.3,41.11921019
3.9434,891.3,41.11921019
3.9434,891.3,41.11921019
3.9434,891.4,41.12382358
3.9434,891.4,41.12382358
3.9434,891.4,41.12382358
3.9434,891.5,41.12843698
3.9434,891.5,41.12843698
3.9434,891.5,41.12843698
3.9434,891.6,41.13305038
3.9434,891.6,41.13305038
3.9434,891.7,41.13766378
3.9434,891.7,41.13766378
3.9434,891.7,41.13766378
3.9434,891.8,41.14227717
3.9434,891.8,41.14227717
3.9434,891.8,41.14227717
3.9434,891.9,41.14689057
3.9434,891.9,41.14689057
3.9434,891.9,41.14689057
3.9434,892,41.15150397
3.9434,892,41.15150397
3.9434,892.1,41.15611736
3.9434,892.1,41.15611736
3.9434,892.1,41.15611736
3.9434,892.2,41.16073076
3.9434,892.2,41.16073076
3.9434,892.2,41.16073076
3.9434,892.3,41.16534416
3.9434,892.3,41.16534416
3.9434,892.3,41.16534416
3.9434,892.4,41.16995756
3.9434,892.4,41.16995756
3.9434,892.4,41.16995756
3.9434,892.5,41.17457095
3.9434,892.5,41.17457095
3.9434,892.6,41.17918435
3.9434,892.6,41.17918435
3.9434,892.6,41.17918435
3.9434,892.7,41.18379775
3.9434,892.7,41.18379775
3.9434,892.7,41.18379775
3.9434,892.8,41.18841115
3.9434,892.8,41.18841115
3.9434,892.8,41.18841115
3.9434,892.9,41.19302454
3.9434,892.9,41.19302454
3.9434,893,41.19763794
3.9434,893,41.19763794
3.9434,893,41.19763794
3.9434,893.1,41.20225134
3.9434,893.1,41.20225134
3.9434,893.1,41.20225134
3.9434,893.2,41.20686474
3.9434,893.2,41.20686474
3.9434,893.2,41.20686474
3.9434,893.3,41.21147813
3.9434,893.3,41.21147813
3.9434,893.4,41.21609153
3.9434,893.4,41.21609153
3.9434,893.4,41.21609153
3.9434,893.5,41.22070493
3.9434,893.5,41.22070493
3.9434,893.5,41.22070493
3.9434,893.6,41.22531832
3.9434,893.6,41.22531832
3.9434,893.6,41.22531832
3.9434,893.7,41.22993172
3.9434,893.7,41.22993172
3.9434,893.7,41.22993172
3.9434,893.8,41.23454512
3.9434,893.8,41.23454512
3.9434,893.9,41.23915852
3.9434,893.9,41.23915852
3.9434,893.9,41.23915852
3.9434,894,41.24377191
3.9434,894,41.24377191
3.9434,894,41.24377191
3.9434,894.1,41.24838531
3.9434,894.1,41.24838531
3.9434,894.1,41.24838531
3.9434,894.2,41.25299871
3.9434,894.2,41.25299871
3.9434,894.3,41.25761211
3.9434,894.3,41.25761211
3.9434,894.3,41.25761211
3.9434,894.4,41.2622255
3.9434,894.4,41.2622255
3.9434,894.4,41.2622255
3.9434,894.5,41.2668389
3.9434,894.5,41.2668389
3.9437,894.5,41.2668389
3.9437,894.6,41.2714523
3.9437,894.6,41.2714523
3.9437,894.7,41.27606569
3.9437,894.7,41.27606569
3.9437,894.7,41.27606569
3.9437,894.8,41.28067909
3.9437,894.8,41.28067909
3.9437,894.8,41.28067909
3.9437,894.9,41.28529249
3.9437,894.9,41.28529249
3.9437,894.9,41.28529249
3.9437,895,41.28990589
3.9437,895,41.28990589
3.9437,895,41.28990589
3.9437,895.1,41.29451928
3.9437,895.1,41.29451928
3.9437,895.2,41.29913268
3.9437,895.2,41.29913268
3.9437,895.2,41.29913268
3.9437,895.3,41.30374608
3.9437,895.3,41.30374608
3.9437,895.3,41.30374608
3.9437,895.4,41.30835948
3.9437,895.4,41.30835948
3.9437,895.4,41.30835948
3.9437,895.5,41.31297287
3.9437,895.5,41.31297287
3.9437,895.6,41.31758627
3.9437,895.6,41.31758627
3.9437,895.6,41.31758627
3.9437,895.7,41.32219967
3.9437,895.7,41.32219967
3.9437,895.7,41.32219967
3.9437,895.8,41.32681307
3.9437,895.8,41.32681307
3.9437,895.8,41.32681307
3.9437,895.9,41.33142646
3.9437,895.9,41.33142646
3.9437,895.9,41.33142646
3.9437,896,41.33603986
3.9437,896,41.33603986
3.9437,896.1,41.34065326
3.9437,896.1,41.34065326
3.9437,896.1,41.34065326
3.9437,896.2,41.34526665
3.9437,896.2,41.34526665
3.9437,896.2,41.34526665
3.9437,896.3,41.34988005
3.9437,896.3,41.34988005
3.9437,896.3,41.34988005
3.9437,896.4,41.35449345
3.9437,896.4,41.35449345
3.9437,896.5,41.35910685
3.9437,896.5,41.35910685
3.9437,896.5,41.35910685
3.9437,896.6,41.36372024
3.9437,896.6,41.36372024
3.9437,896.6,41.36372024
3.9437,896.7,41.36833364
3.9437,896.7,41.36833364
3.9437,896.7,41.36833364
3.9437,896.8,41.37294704
3.9437,896.8,41.37294704
3.9437,896.9,41.37756044
3.9437,896.9,41.37756044
3.9437,896.9,41.37756044
3.9437,897,41.38217383
3.9437,897,41.38217383
3.9437,897,41.38217383
3.9437,897.1,41.38678723
3.9437,897.1,41.38678723
3.9437,897.1,41.38678723
3.9437,897.2,41.39140063
3.9437,897.2,41.39140063
3.9437,897.2,41.39140063
3.9437,897.3,41.39601402
3.9437,897.3,41.39601402
3.9437,897.4,41.40062742
3.9437,897.4,41.40062742
3.9437,897.4,41.40062742
3.9437,897.5,41.40524082
3.9437,897.5,41.40524082
3.9437,897.5,41.40524082
3.9437,897.6,41.40985422
3.9437,897.6,41.40985422
3.9437,897.6,41.40985422
3.9437,897.7,41.41446761
3.9437,897.7,41.41446761
3.9437,897.8,41.41908101
3.9437,897.8,41.41908101
3.9437,897.8,41.41908101
3.9437,897.9,41.42369441
3.9437,897.9,41.42369441
3.9437,897.9,41.42369441
3.9437,898,41.42830781
3.9437,898,41.42830781
3.9437,898,41.42830781
3.9437,898.1,41.4329212
3.9437,898.1,41.4329212
3.9437,898.2,41.4375346
3.9437,898.2,41.4375346
3.9437,898.2,41.4375346
3.9437,898.3,41.442148
3.9437,898.3,41.442148
3.9437,898.3,41.442148
3.9437,898.4,41.4467614
3.9437,898.4,41.4467614
3.9437,898.4,41.4467614
3.9437,898.5,41.45137479
3.9437,898.5,41.45137479
3.944,898.5,41.45137479
3.944,898.6,41.45598819
3.944,898.6,41.45598819
3.944,898.7,41.46060159
3.944,898.7,41.46060159
3.944,898.7,41.46060159
3.944,898.8,41.46521498
3.944,898.8,41.46521498
3.944,898.8,41.46521498
3.944,898.9,41.46982838
3.944,898.9,41.46982838
3.944,898.9,41.46982838
3.944,899,41.47444178
3.944,899,41.47444178
3.944,899.1,41.47905518
3.944,899.1,41.47905518
3.944,899.1,41.47905518
3.944,899.2,41.48366857
3.944,899.2,41.48366857
3.944,899.2,41.48366857
3.944,899.3,41.48828197
3.944,899.3,41.48828197
3.944,899.3,41.48828197
3.944,899.4,41.49289537
3.944,899.4,41.49289537
3.944,899.4,41.49289537
3.944,899.5,41.49750877
3.944,899.5,41.49750877
3.944,899.6,41.50212216
3.944,899.6,41.50212216
3.944,899.6,41.50212216
3.944,899.7,41.50673556
3.944,899.7,41.50673556
3.944,899.7,41.50673556
3.944,899.8,41.51134896
3.944,899.8,41.51134896
3.944,899.8,41.51134896
3.944,899.9,41.51596235
3.944,899.9,41.51596235
3.944,900,41.52057575
3.944,900,41.52057575
3.944,900,41.52057575
3.944,900.1,41.52518915
3.944,900.1,41.52518915
3.944,900.1,41.52518915
3.944,900.2,41.52980255
3.944,900.2,41.52980255
3.944,900.2,41.52980255
3.944,900.3,41.53441594
3.944,900.3,41.53441594
3.944,900.4,41.53902934
3.944,900.4,41.53902934
3.944,900.4,41.53902934
3.944,900.5,41.54364274
3.944,900.5,41.54364274
3.944,900.5,41.54364274
3.944,900.6,41.54825614
3.944,900.6,41.54825614
3.944,900.6,41.54825614
3.944,900.7,41.55286953
3.944,900.7,41.55286953
3.944,900.7,41.55286953
3.944,900.8,41.55748293
3.944,900.8,41.55748293
3.944,900.9,41.56209633
3.944,900.9,41.56209633
3.944,900.9,41.56209633
3.944,901,41.56670973
3.944,901,41.56670973
3.944,901,41.56670973
3.944,901.1,41.57132312
3.944,901.1,41.57132312
3.944,901.1,41.57132312
3.944,901.2,41.57593652
3.944,901.2,41.57593652
3.944,901.3,41.58054992
3.944,901.3,41.58054992
3.944,901.3,41.58054992
3.944,901.4,41.58516331
3.944,901.4,41.58516331
3.944,901.4,41.58516331
3.944,901.5,41.58977671
3.944,901.5,41.58977671
3.944,901.5,41.58977671
3.944,901.6,41.59439011
3.944,901.6,41.59439011
3.944,901.7,41.59900351
3.944,901.7,41.59900351
3.944,901.7,41.59900351
3.944,901.8,41.6036169
3.944,901.8,41.6036169
3.944,901.8,41.6036169
3.944,901.9,41.6082303
3.944,901.9,41.6082303
3.944,901.9,41.6082303
3.944,902,41.6128437
3.944,902,41.6128437
3.944,902,41.6128437
3.944,902.1,41.6174571
3.944,902.1,41.6174571
3.9443,902.2,41.62207049
3.9443,902.2,41.62207049
3.9443,902.2,41.62207049
3.9443,902.3,41.62668389
3.9443,902.3,41.62668389
3.9443,902.3,41.62668389
3.9443,902.4,41.63129729
3.9443,902.4,41.63129729
3.9443,902.4,41.63129729
3.9443,902.5,41.63591068
3.9443,902.5,41.63591068
3.9443,902.6,41.64052408
3.9443,902.6,41.64052408
3.9443,902.6,41.64052408
3.9443,902.7,41.64513748
3.9443,902.7,41.64513748
3.9443,902.7,41.64513748
3.9443,902.8,41.64975088
3.9443,902.8,41.64975088
3.9443,902.8,41.64975088
3.9443,902.9,41.65436427
3.9443,902.9,41.65436427
3.9443,902.9,41.65436427
3.9443,903,41.65897767
3.9443,903,41.65897767
3.9443,903.1,41.66359107
3.9443,903.1,41.66359107
3.9443,903.1,41.66359107
3.9443,903.2,41.66820447
3.9443,903.2,41.66820447
3.9443,903.2,41.66820447
3.9443,903.3,41.67281786
3.9443,903.3,41.67281786
3.9443,903.3,41.67281786
3.9443,903.4,41.67743126
3.9443,903.4,41.67743126
3.9443,903.5,41.68204466
3.9443,903.5,41.68204466
3.9443,903.5,41.68204466
3.9443,903.6,41.68665805
3.9443,903.6,41.68665805
3.9443,903.6,41.68665805
3.9443,903.7,41.69127145
3.9443,903.7,41.69127145
3.9443,903.7,41.69127145
3.9443,903.8,41.69588485
3.9443,903.8,41.69588485
3.9443,903.9,41.70049825
3.9443,903.9,41.70049825
3.9443,903.9,41.70049825
3.9443,904,41.70511164
3.9443,904,41.70511164
3.9443,904,41.70511164
3.9443,904.1,41.70972504
3.9443,904.1,41.70972504
3.9443,904.1,41.70972504
3.9443,904.2,41.71433844
3.9443,904.2,41.71433844
3.9443,904.2,41.71433844
3.9443,904.3,41.71895184
3.9443,904.3,41.71895184
3.9443,904.4,41.72356523
3.9443,904.4,41.72356523
3.9443,904.4,41.72356523
3.9443,904.5,41.72817863
3.9443,904.5,41.72817863
3.9443,904.5,41.72817863
3.9443,904.6,41.73279203
3.9443,904.6,41.73279203
3.9443,904.6,41.73279203
3.9443,904.7,41.73740543
3.9443,904.7,41.73740543
3.9443,904.8,41.74201882
3.9443,904.8,41.74201882
3.9443,904.8,41.74201882
3.9443,904.9,41.74663222
3.9443,904.9,41.74663222
3.9443,904.9,41.74663222
3.9443,905,41.75124562
3.9443,905,41.75124562
3.9443,905,41.75124562
3.9443,905.1,41.75585901
3.9443,905.1,41.75585901
3.9443,905.2,41.76047241
3.9443,905.2,41.76047241
3.9443,905.2,41.76047241
3.9443,905.3,41.76508581
3.9443,905.3,41.76508581
3.9443,905.3,41.76508581
3.9443,905.4,41.76969921
3.9443,905.4,41.76969921
3.9443,905.4,41.76969921
3.9443,905.5,41.7743126
3.9443,905.5,41.7743126
3.9443,905.5,41.7743126
3.9443,905.6,41.778926
3.9443,905.6,41.778926
3.9443,905.7,41.7835394
3.9443,905.7,41.7835394
3.9443,905.7,41.7835394
3.9443,905.8,41.7881528
3.9443,905.8,41.7881528
3.9443,905.8,41.7881528
3.9443,905.9,41.79276619
3.9443,905.9,41.79276619
3.9443,905.9,41.79276619
3.9443,906,41.79737959
3.9443,906,41.79737959
3.9443,906.1,41.80199299
3.9443,906.1,41.80199299
3.9443,906.1,41.80199299
3.9443,906.2,41.80660638
3.9443,906.2,41.80660638
3.9443,906.2,41.80660638
3.9443,906.3,41.81121978
3.9443,906.3,41.81121978
3.9443,906.3,41.81121978
3.9443,906.4,41.81583318
3.9443,906.4,41.81583318
3.9443,906.4,41.81583318
3.9443,906.5,41.82044658
3.9443,906.5,41.82044658
3.9443,906.6,41.82505997
3.9443,906.6,41.82505997
3.9443,906.6,41.82505997
3.9443,906.7,41.82967337
3.9443,906.7,41.82967337
3.9443,906.7,41.82967337
3.9443,906.8,41.83428677
3.9443,906.8,41.83428677
3.9443,906.8,41.83428677
3.9443,906.9,41.83890017
3.9443,906.9,41.83890017
3.9443,907,41.84351356
3.9443,907,41.84351356
3.9443,907,41.84351356
3.9443,907.1,41.84812696
3.9443,907.1,41.84812696
3.9443,907.1,41.84812696
3.9443,907.2,41.85274036
3.9443,907.2,41.85274036
3.9443,907.2,41.85274036
3.9443,907.3,41.85735376
3.945,907.3,41.85735376
3.945,907.4,41.86196715
3.945,907.4,41.86196715
3.945,907.4,41.86196715
3.945,907.5,41.86658055
3.945,907.5,41.86658055
3.945,907.5,41.86658055
3.945,907.6,41.87119395
3.945,907.6,41.87119395
3.945,907.6,41.87119395
3.945,907.7,41.87580734
3.945,907.7,41.87580734
3.945,907.7,41.87580734
3.945,907.8,41.88042074
3.945,907.8,41.88042074
3.945,907.9,41.88503414
3.945,907.9,41.88503414
3.945,907.9,41.88503414
3.945,908,41.88964754
3.945,908,41.88964754
3.945,908,41.88964754
3.945,908.1,41.89426093
3.945,908.1,41.89426093
3.945,908.1,41.89426093
3.945,908.2,41.89887433
3.945,908.2,41.89887433
3.945,908.3,41.90348773
3.945,908.3,41.90348773
3.945,908.3,41.90348773
3.945,908.4,41.90810113
3.945,908.4,41.90810113
3.945,908.4,41.90810113
3.945,908.5,41.91271452
3.945,908.5,41.91271452
3.945,908.5,41.91271452
3.945,908.6,41.91732792
3.945,908.6,41.91732792
3.945,908.7,41.92194132
3.945,908.7,41.92194132
3.945,908.7,41.92194132
3.945,908.8,41.92655471
3.945,908.8,41.92655471
3.945,908.8,41.92655471
3.945,908.9,41.93116811
3.945,908.9,41.93116811
3.945,908.9,41.93116811
3.945,909,41.93578151
3.945,909,41.93578151
3.945,909,41.93578151
3.945,909.1,41.94039491
3.945,909.1,41.94039491
3.945,909.2,41.9450083
3.945,909.2,41.9450083
3.945,909.2,41.9450083
3.945,909.3,41.9496217
3.945,909.3,41.9496217
3.945,909.3,41.9496217
3.945,909.4,41.9542351
3.945,909.4,41.9542351
3.945,909.4,41.9542351
3.945,909.5,41.9588485
3.945,909.5,41.9588485
3.945,909.6,41.96346189
3.945,909.6,41.96346189
3.945,909.6,41.96346189
3.945,909.7,41.96807529
3.945,909.7,41.96807529
3.945,909.7,41.96807529
3.945,909.8,41.97268869
3.945,909.8,41.97268869
3.945,909.8,41.97268869
3.945,909.9,41.97730209
3.945,909.9,41.97730209
3.945,909.9,41.97730209
3.945,910,41.98191548
3.945,910,41.98191548
3.945,910.1,41.98652888
3.945,910.1,41.98652888
3.945,910.1,41.98652888
3.945,910.2,41.99114228
3.945,910.2,41.99114228
3.945,910.2,41.99114228
3.945,910.3,41.99575567
3.945,910.3,41.99575567
3.945,910.3,41.99575567
3.945,910.4,42.00036907
3.945,910.4,42.00036907
3.945,910.5,42.00498247
3.945,910.5,42.00498247
3.945,910.5,42.00498247
3.945,910.6,42.00959587
3.945,910.6,42.00959587
3.945,910.6,42.00959587
3.945,910.7,42.01420926
3.945,910.7,42.01420926
3.945,910.7,42.01420926
3.945,910.8,42.01882266
3.945,910.8,42.01882266
3.945,910.9,42.02343606
3.945,910.9,42.02343606
3.945,910.9,42.02343606
3.945,911,42.02804946
3.945,911,42.02804946
3.945,911,42.02804946
3.9453,911.1,42.03266285
3.9453,911.1,42.03266285
3.9453,911.1,42.03266285
3.9453,911.2,42.03727625
3.9453,911.2,42.03727625
3.9453,911.2,42.03727625
3.9453,911.3,42.04188965
3.9453,911.3,42.04188965
3.9453,911.4,42.04650304
3.9453,911.4,42.04650304
3.9453,911.4,42.04650304
3.9453,911.5,42.05111644
3.9453,911.5,42.05111644
3.9453,911.5,42.05111644
3.9453,911.6,42.05572984
3.9453,911.6,42.05572984
3.9453,911.6,42.05572984
3.9453,911.7,42.06034324
3.9453,911.7,42.06034324
3.9453,911.8,42.06495663
3.9453,911.8,42.06495663
3.9453,911.8,42.06495663
3.9453,911.9,42.06957003
3.9453,911.9,42.06957003
3.9453,911.9,42.06957003
3.9453,912,42.07418343
3.9453,912,42.07418343
3.9453,912,42.07418343
3.9453,912.1,42.07879683
3.9453,912.1,42.07879683
3.9453,912.2,42.08341022
3.9453,912.2,42.08341022
3.9453,912.2,42.08341022
3.9453,912.3,42.08802362
3.9453,912.3,42.08802362
3.9453,912.3,42.08802362
3.9453,912.4,42.09263702
3.9453,912.4,42.09263702
3.9453,912.4,42.09263702
3.9453,912.5,42.09725042
3.9453,912.5,42.09725042
3.9453,912.5,42.09725042
3.9453,912.6,42.10186381
3.9453,912.6,42.10186381
3.9453,912.7,42.10647721
3.9453,912.7,42.10647721
3.9453,912.7,42.10647721
3.9453,912.8,42.11109061
3.9453,912.8,42.11109061
3.9453,912.8,42.11109061
3.9453,912.9,42.115704
3.9453,912.9,42.115704
3.9453,912.9,42.115704
3.9453,913,42.1203174
3.9453,913,42.1203174
3.9453,913.1,42.1249308
3.9453,913.1,42.1249308
3.9453,913.1,42.1249308
3.9453,913.2,42.1295442
3.9453,913.2,42.1295442
3.9453,913.2,42.1295442
3.9453,913.3,42.13415759
3.9453,913.3,42.13415759
3.9453,913.3,42.13415759
3.9453,913.4,42.13877099
3.9453,913.4,42.13877099
3.9453,913.4,42.13877099
3.9453,913.5,42.14338439
3.9453,913.5,42.14338439
3.9453,913.6,42.14799779
3.9453,913.6,42.14799779
3.9453,913.6,42.14799779
3.9453,913.7,42.15261118
3.9453,913.7,42.15261118
3.9453,913.7,42.15261118
3.9453,913.8,42.15722458
3.9453,913.8,42.15722458
3.9453,913.8,42.15722458
3.9453,913.9,42.16183798
3.9453,913.9,42.16183798
3.9453,914,42.16645137
3.9453,914,42.16645137
3.9453,914,42.16645137
3.9453,914.1,42.17106477
3.9453,914.1,42.17106477
3.9453,914.1,42.17106477
3.9453,914.2,42.17567817
3.9453,914.2,42.17567817
3.9453,914.2,42.17567817
3.9453,914.3,42.18029157
3.9453,914.3,42.18029157
3.9453,914.4,42.18490496
3.9453,914.4,42.18490496
3.9453,914.4,42.18490496
3.9453,914.5,42.18951836
3.9453,914.5,42.18951836
3.9453,914.5,42.18951836
3.9453,914.6,42.19413176
3.9453,914.6,42.19413176
3.9453,914.6,42.19413176
3.9453,914.7,42.19874516
3.9453,914.7,42.19874516
3.9453,914.7,42.19874516
3.9453,914.8,42.20335855
3.9453,914.8,42.20335855
3.9453,914.9,42.20797195
3.9453,914.9,42.20797195
3.9453,914.9,42.20797195
3.9453,915,42.21258535
3.9453,915,42.21258535
3.9453,915,42.21258535
3.9453,915.1,42.21719875
3.9453,915.1,42.21719875
3.9453,915.1,42.21719875
3.9453,915.2,42.22181214
3.9453,915.2,42.22181214
3.9453,915.3,42.22642554
3.9453,915.3,42.22642554
3.9453,915.3,42.22642554
